precinct,raceName,name,votePercentage
1013,County Tax Assessor-Collector,Albert Uresti ,82.13%
1013,"County Commissioner, Precinct No. 1",Gabriel Lara ,18.10%
1013,"County Commissioner, Precinct No. 1","Rebeca ""Becky"" Clay-Flores ",81.90%
1013,"Alamo Community College District Trustee, District No. 4",Robert A. Casias ,16.03%
1013,"Alamo Community College District Trustee, District No. 4",Jos,36.38%
1013,"Alamo Community College District Trustee, District No. 4","Lorena ""Lorraine"" Pulido ",26.55%
1013,"Alamo Community College District Trustee, District No. 4",Connie Prado ,21.03%
1013,"Edgewood Independent School District Trustee, Place No. 7",Richard Santoyo ,65.60%
1013,"Edgewood Independent School District Trustee, Place No. 7",Ricky Escoto ,34.40%
1013,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,79.69%
1013,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,20.31%
1013,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,84.48%
1013,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,15.52%
1013,Advanced Transportation District - Proposition A,FOR ,72.93%
1013,Advanced Transportation District - Proposition A,AGAINST ,27.07%
1013,SAN ANTONIO ISD - PROPOSITION A,FOR ,71.26%
1013,SAN ANTONIO ISD - PROPOSITION A,AGAINST ,28.74%
1013,SAN ANTONIO ISD - PROPOSITION B,FOR ,70.49%
1013,SAN ANTONIO ISD - PROPOSITION B,AGAINST ,29.51%
1014,President and Vice President,Donald J. Trump ,19.45%
1014,President and Vice President,Joseph R. Biden ,79.17%
1014,President and Vice President,Jo Jorgensen ,0.92%
1014,President and Vice President,Howie Hawkins ,0.15%
1014,President and Vice President,Write-In Totals ,0.31%
1014,United States Senator,John Cornyn ,21.75%
1014,United States Senator,"Mary ""MJ"" Hegar ",74.13%
1014,United States Senator,Kerry Douglas McKennon ,2.06%
1014,United States Senator,David B. Collins ,1.90%
1014,United States Senator,Write-In Totals ,0.16%
1014,"United States Representative, District 20",Mauro Garza ,16.30%
1014,"United States Representative, District 20",Joaquin Castro ,81.82%
1014,"United States Representative, District 20",Jeffrey Blunt ,1.88%
1014,Railroad Commissioner,"James ""Jim"" Wright ",17.82%
1014,Railroad Commissioner,Chrysta Casta,78.86%
1014,Railroad Commissioner,Matt Sterett ,1.58%
1014,Railroad Commissioner,"Katija ""Kat"" Gruene ",1.74%
1014,"Chief Justice, Supreme Court",Nathan Hecht ,17.98%
1014,"Chief Justice, Supreme Court",Amy Clark Meachum ,78.97%
1014,"Chief Justice, Supreme Court",Mark Ash ,3.05%
1014,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,19.58%
1014,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,80.42%
1014,"Justice, Supreme Court, Place 7",Jeff Boyd ,18.82%
1014,"Justice, Supreme Court, Place 7",Staci Williams ,79.43%
1014,"Justice, Supreme Court, Place 7",William Bryan Strange III ,1.75%
1014,"Justice, Supreme Court, Place 8",Brett Busby ,17.47%
1014,"Justice, Supreme Court, Place 8",Gisela D. Triana ,80.45%
1014,"Justice, Supreme Court, Place 8",Tom Oxford ,2.08%
1014,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,18.93%
1014,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,81.07%
1014,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,18.98%
1014,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,81.02%
1014,"Judge, Court of Criminal Appeals, Place 9",David Newell ,19.09%
1014,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,80.91%
1014,"State Senator, District 19","Peter P. ""Pete"" Flores ",20.13%
1014,"State Senator, District 19",Roland Gutierrez ,75.72%
1014,"State Senator, District 19",Jo-Anne Valdivia ,4.15%
1014,"State Representative, District 118",Adam Salyer ,16.59%
1014,"State Representative, District 118",Leo Pacheco ,78.31%
1014,"State Representative, District 118",Eric Jason Velasquez ,5.10%
1014,"Chief Justice, 4th Court of Appeals District",Ren,19.42%
1014,"Chief Justice, 4th Court of Appeals District",Rebeca Martinez ,80.58%
1014,"District Judge, 37th Judicial District",Joseph P. Appelt ,17.90%
1014,"District Judge, 37th Judicial District",Nicole Garza ,82.10%
1014,"District Judge, 144th Judicial District (Unexpired Term)",Melisa Skinner ,20.81%
1014,"District Judge, 144th Judicial District (Unexpired Term)",Michael Mery ,79.19%
1014,"District Judge, 386th Judicial District",Daphne Previti Austin ,17.62%
1014,"District Judge, 386th Judicial District","Jacqueline ""Jackie"" Vald",82.38%
1014,"District Judge, 399th Judicial District",Walden Shelton ,18.36%
1014,"District Judge, 399th Judicial District",Frank J. Castro ,81.64%
1014,"District Judge, 407th Judicial District",Stephani Walsh ,17.71%
1014,"District Judge, 407th Judicial District",Tina Torres ,82.29%
1014,Sheriff,"Gerard C. ""Gerry"" Rickhoff ",17.95%
1014,Sheriff,Javier Salazar ,82.05%
1014,Sheriff,Write-In Totals ,0.00%
1014,County Tax Assessor-Collector,Stephen David Pennington ,18.27%
1014,County Tax Assessor-Collector,Albert Uresti ,81.73%
1014,"County Commissioner, Precinct No. 1",Gabriel Lara ,18.81%
1014,"County Commissioner, Precinct No. 1","Rebeca ""Becky"" Clay-Flores ",81.19%
1014,"Alamo Community College District Trustee, District No. 4",Robert A. Casias ,17.84%
1014,"Alamo Community College District Trustee, District No. 4",Jos,32.97%
1014,"Alamo Community College District Trustee, District No. 4","Lorena ""Lorraine"" Pulido ",27.39%
1014,"Alamo Community College District Trustee, District No. 4",Connie Prado ,21.80%
1014,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,79.37%
1014,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,20.63%
1014,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,83.28%
1014,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,16.72%
1014,Advanced Transportation District - Proposition A,FOR ,73.95%
1014,Advanced Transportation District - Proposition A,AGAINST ,26.05%
1014,SAN ANTONIO ISD - PROPOSITION A,FOR ,69.62%
1014,SAN ANTONIO ISD - PROPOSITION A,AGAINST ,30.38%
1014,SAN ANTONIO ISD - PROPOSITION B,FOR ,67.52%
1014,SAN ANTONIO ISD - PROPOSITION B,AGAINST ,32.48%
1015,President and Vice President,Donald J. Trump ,22.91%
1015,President and Vice President,Joseph R. Biden ,75.72%
1015,President and Vice President,Jo Jorgensen ,0.55%
1015,President and Vice President,Howie Hawkins ,0.55%
1015,President and Vice President,Write-In Totals ,0.27%
1015,United States Senator,John Cornyn ,25.18%
1015,United States Senator,"Mary ""MJ"" Hegar ",71.80%
1015,United States Senator,Kerry Douglas McKennon ,2.45%
1015,United States Senator,David B. Collins ,0.58%
1015,United States Senator,Write-In Totals ,0.00%
1015,"United States Representative, District 20",Mauro Garza ,18.74%
1015,"United States Representative, District 20",Joaquin Castro ,79.97%
1015,"United States Representative, District 20",Jeffrey Blunt ,1.29%
1015,Railroad Commissioner,"James ""Jim"" Wright ",21.55%
1015,Railroad Commissioner,Chrysta Casta,75.00%
1015,Railroad Commissioner,Matt Sterett ,2.30%
1015,Railroad Commissioner,"Katija ""Kat"" Gruene ",1.15%
1015,"Chief Justice, Supreme Court",Nathan Hecht ,20.98%
1015,"Chief Justice, Supreme Court",Amy Clark Meachum ,75.72%
1015,"Chief Justice, Supreme Court",Mark Ash ,3.30%
1015,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,22.89%
1015,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,77.11%
1015,"Justice, Supreme Court, Place 7",Jeff Boyd ,21.13%
1015,"Justice, Supreme Court, Place 7",Staci Williams ,76.41%
1015,"Justice, Supreme Court, Place 7",William Bryan Strange III ,2.46%
1015,"Justice, Supreme Court, Place 8",Brett Busby ,19.86%
1015,"Justice, Supreme Court, Place 8",Gisela D. Triana ,76.81%
1015,"Justice, Supreme Court, Place 8",Tom Oxford ,3.33%
1015,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,22.09%
1015,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,77.91%
1015,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,22.75%
1015,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,77.25%
1015,"Judge, Court of Criminal Appeals, Place 9",David Newell ,24.42%
1015,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,75.58%
1015,"State Senator, District 19","Peter P. ""Pete"" Flores ",23.61%
1015,"State Senator, District 19",Roland Gutierrez ,72.25%
1015,"State Senator, District 19",Jo-Anne Valdivia ,4.15%
1015,"State Representative, District 118",Adam Salyer ,19.48%
1015,"State Representative, District 118",Leo Pacheco ,76.50%
1015,"State Representative, District 118",Eric Jason Velasquez ,4.01%
1015,"Chief Justice, 4th Court of Appeals District",Ren,20.69%
1015,"Chief Justice, 4th Court of Appeals District",Rebeca Martinez ,79.31%
1015,"District Judge, 37th Judicial District",Joseph P. Appelt ,20.09%
1015,"District Judge, 37th Judicial District",Nicole Garza ,79.91%
1015,"District Judge, 144th Judicial District (Unexpired Term)",Melisa Skinner ,24.42%
1015,"District Judge, 144th Judicial District (Unexpired Term)",Michael Mery ,75.58%
1015,"District Judge, 386th Judicial District",Daphne Previti Austin ,20.14%
1015,"District Judge, 386th Judicial District","Jacqueline ""Jackie"" Vald",79.86%
1015,"District Judge, 399th Judicial District",Walden Shelton ,19.51%
1015,"District Judge, 399th Judicial District",Frank J. Castro ,80.49%
1015,"District Judge, 407th Judicial District",Stephani Walsh ,21.52%
1015,"District Judge, 407th Judicial District",Tina Torres ,78.48%
1015,Sheriff,"Gerard C. ""Gerry"" Rickhoff ",18.58%
1015,Sheriff,Javier Salazar ,81.28%
1015,Sheriff,Write-In Totals ,0.14%
1015,County Tax Assessor-Collector,Stephen David Pennington ,21.68%
1015,County Tax Assessor-Collector,Albert Uresti ,78.32%
1015,"County Commissioner, Precinct No. 1",Gabriel Lara ,21.46%
1015,"County Commissioner, Precinct No. 1","Rebeca ""Becky"" Clay-Flores ",78.54%
1015,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,79.14%
1015,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,20.86%
1015,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,85.51%
1015,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,14.49%
1015,Advanced Transportation District - Proposition A,FOR ,73.28%
1015,Advanced Transportation District - Proposition A,AGAINST ,26.72%
1015,SAN ANTONIO ISD - PROPOSITION A,FOR ,72.28%
1015,SAN ANTONIO ISD - PROPOSITION A,AGAINST ,27.72%
1015,SAN ANTONIO ISD - PROPOSITION B,FOR ,68.32%
1015,SAN ANTONIO ISD - PROPOSITION B,AGAINST ,31.68%
1016,President and Vice President,Donald J. Trump ,23.48%
1016,President and Vice President,Joseph R. Biden ,75.34%
1016,President and Vice President,Jo Jorgensen ,0.51%
1016,President and Vice President,Howie Hawkins ,0.68%
1016,President and Vice President,Write-In Totals ,0.00%
1016,United States Senator,John Cornyn ,22.75%
1016,United States Senator,"Mary ""MJ"" Hegar ",74.43%
1016,United States Senator,Kerry Douglas McKennon ,1.94%
1016,United States Senator,David B. Collins ,0.71%
1016,United States Senator,Write-In Totals ,0.18%
1016,"United States Representative, District 20",Mauro Garza ,15.18%
1016,"United States Representative, District 20",Joaquin Castro ,83.42%
1016,"United States Representative, District 20",Jeffrey Blunt ,1.40%
1016,Railroad Commissioner,"James ""Jim"" Wright ",18.88%
1016,Railroad Commissioner,Chrysta Casta,78.15%
1016,Railroad Commissioner,Matt Sterett ,2.27%
1016,Railroad Commissioner,"Katija ""Kat"" Gruene ",0.70%
1016,"Chief Justice, Supreme Court",Nathan Hecht ,19.01%
1016,"Chief Justice, Supreme Court",Amy Clark Meachum ,79.04%
1016,"Chief Justice, Supreme Court",Mark Ash ,1.95%
1016,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,21.54%
1016,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,78.46%
1016,"Justice, Supreme Court, Place 7",Jeff Boyd ,19.57%
1016,"Justice, Supreme Court, Place 7",Staci Williams ,78.47%
1016,"Justice, Supreme Court, Place 7",William Bryan Strange III ,1.96%
1016,"Justice, Supreme Court, Place 8",Brett Busby ,18.60%
1016,"Justice, Supreme Court, Place 8",Gisela D. Triana ,78.89%
1016,"Justice, Supreme Court, Place 8",Tom Oxford ,2.50%
1016,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,20.04%
1016,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,79.96%
1016,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,23.16%
1016,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,76.84%
1016,"Judge, Court of Criminal Appeals, Place 9",David Newell ,21.12%
1016,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,78.88%
1016,"State Senator, District 19","Peter P. ""Pete"" Flores ",23.14%
1016,"State Senator, District 19",Roland Gutierrez ,73.67%
1016,"State Senator, District 19",Jo-Anne Valdivia ,3.18%
1016,"State Representative, District 118",Adam Salyer ,17.20%
1016,"State Representative, District 118",Leo Pacheco ,78.90%
1016,"State Representative, District 118",Eric Jason Velasquez ,3.90%
1016,"Chief Justice, 4th Court of Appeals District",Ren,18.54%
1016,"Chief Justice, 4th Court of Appeals District",Rebeca Martinez ,81.46%
1016,"District Judge, 37th Judicial District",Joseph P. Appelt ,18.85%
1016,"District Judge, 37th Judicial District",Nicole Garza ,81.15%
1016,"District Judge, 144th Judicial District (Unexpired Term)",Melisa Skinner ,22.84%
1016,"District Judge, 144th Judicial District (Unexpired Term)",Michael Mery ,77.16%
1016,"District Judge, 386th Judicial District",Daphne Previti Austin ,19.13%
1016,"District Judge, 386th Judicial District","Jacqueline ""Jackie"" Vald",80.87%
1016,"District Judge, 399th Judicial District",Walden Shelton ,18.26%
1016,"District Judge, 399th Judicial District",Frank J. Castro ,81.74%
1016,"District Judge, 407th Judicial District",Stephani Walsh ,18.78%
1016,"District Judge, 407th Judicial District",Tina Torres ,81.22%
1016,Sheriff,"Gerard C. ""Gerry"" Rickhoff ",16.12%
1016,Sheriff,Javier Salazar ,83.54%
1016,Sheriff,Write-In Totals ,0.35%
1016,County Tax Assessor-Collector,Stephen David Pennington ,19.12%
1016,County Tax Assessor-Collector,Albert Uresti ,80.88%
1016,"County Commissioner, Precinct No. 1",Gabriel Lara ,20.81%
1016,"County Commissioner, Precinct No. 1","Rebeca ""Becky"" Clay-Flores ",79.19%
1016,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,79.57%
1016,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,20.43%
1016,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,82.80%
1016,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,17.20%
1016,Advanced Transportation District - Proposition A,FOR ,73.37%
1016,Advanced Transportation District - Proposition A,AGAINST ,26.63%
1017,President and Vice President,Donald J. Trump ,34.33%
1017,President and Vice President,Joseph R. Biden ,64.18%
1017,President and Vice President,Jo Jorgensen ,1.49%
1017,President and Vice President,Howie Hawkins ,0.00%
1017,President and Vice President,Write-In Totals ,0.00%
1017,United States Senator,John Cornyn ,37.01%
1017,United States Senator,"Mary ""MJ"" Hegar ",60.63%
1017,United States Senator,Kerry Douglas McKennon ,1.57%
1017,United States Senator,David B. Collins ,0.79%
1017,United States Senator,Write-In Totals ,0.00%
1017,"United States Representative, District 35",Jenny Garcia Sharon ,33.85%
1017,"United States Representative, District 35",Lloyd Doggett ,58.46%
1017,"United States Representative, District 35",Mark Loewe ,2.31%
1017,"United States Representative, District 35",Jason Mata,5.38%
1017,Railroad Commissioner,"James ""Jim"" Wright ",31.01%
1017,Railroad Commissioner,Chrysta Casta,65.12%
1017,Railroad Commissioner,Matt Sterett ,2.33%
1017,Railroad Commissioner,"Katija ""Kat"" Gruene ",1.55%
1017,"Chief Justice, Supreme Court",Nathan Hecht ,33.59%
1017,"Chief Justice, Supreme Court",Amy Clark Meachum ,63.28%
1017,"Chief Justice, Supreme Court",Mark Ash ,3.12%
1017,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,40.32%
1017,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,59.68%
1017,"Justice, Supreme Court, Place 7",Jeff Boyd ,35.16%
1017,"Justice, Supreme Court, Place 7",Staci Williams ,60.16%
1017,"Justice, Supreme Court, Place 7",William Bryan Strange III ,4.69%
1017,"Justice, Supreme Court, Place 8",Brett Busby ,34.13%
1017,"Justice, Supreme Court, Place 8",Gisela D. Triana ,61.90%
1017,"Justice, Supreme Court, Place 8",Tom Oxford ,3.97%
1017,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,36.29%
1017,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,63.71%
1017,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,38.40%
1017,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,61.60%
1017,"Judge, Court of Criminal Appeals, Place 9",David Newell ,34.43%
1017,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,65.57%
1017,"State Senator, District 19","Peter P. ""Pete"" Flores ",38.46%
1017,"State Senator, District 19",Roland Gutierrez ,58.46%
1017,"State Senator, District 19",Jo-Anne Valdivia ,3.08%
